age,job,marital,education,balance,y,sub_prob,decile
60,retired,divorced,tertiary,979,1,0.9618,10
46,admin.,married,secondary,5021,1,0.96248275,10
47,admin.,married,secondary,3676,1,0.7949704,10
31,technician,single,secondary,2544,1,0.9560555,10
66,retired,married,primary,2173,0,0.88507855,10
64,housemaid,married,primary,768,0,0.9256982,10
68,retired,married,secondary,2469,1,0.725503,9
63,blue-collar,married,secondary,180,1,0.9761534,10
42,unemployed,married,secondary,1289,1,0.77364415,10
57,blue-collar,married,primary,3498,0,0.94531083,10
29,student,single,secondary,658,1,0.8457491,10
61,retired,married,secondary,938,1,0.97285247,10
24,technician,single,secondary,3843,0,0.7643423,10
45,technician,single,tertiary,1591,0,0.63318926,9
60,services,single,secondary,739,0,0.96377134,10
35,services,married,secondary,2918,1,0.95201457,10
38,admin.,single,secondary,4803,0,0.9584535,10
58,management,married,tertiary,1318,0,0.8194594,10
43,unemployed,married,tertiary,0,1,0.6668341,9
64,retired,married,secondary,588,1,0.97383595,10
26,admin.,married,secondary,2469,0,0.6036273,9
22,student,single,primary,423,1,0.9686913,10
49,blue-collar,married,secondary,1946,1,0.578538,9
52,technician,married,tertiary,2506,0,0.8618454,10
46,management,married,secondary,766,0,0.20385173,2
19,student,single,secondary,302,1,0.7345155,10
41,management,divorced,tertiary,4567,0,0.4031544,7
31,management,divorced,tertiary,414,1,0.5096846,8
37,management,married,tertiary,0,1,0.9619525,10
48,unemployed,married,secondary,817,1,0.96896535,10
36,management,divorced,tertiary,649,0,0.7489181,10
30,management,single,tertiary,1268,0,0.6428327,9
42,management,divorced,tertiary,5037,0,0.9387535,10
33,technician,married,secondary,183,1,0.7761456,10
30,admin.,married,secondary,1081,0,0.53801036,9
51,admin.,married,secondary,423,0,0.33968082,6
30,self-employed,married,secondary,123,0,0.44945538,8
32,services,married,primary,164,0,0.17348804,2
39,blue-collar,married,secondary,2467,1,0.8063183,10
34,technician,married,secondary,806,1,0.9144351,10
46,technician,married,secondary,9299,1,0.7826466,10
58,blue-collar,divorced,primary,1299,0,0.64801174,9
42,management,married,unknown,1519,1,0.51922137,9
60,admin.,married,unknown,478,1,0.8043776,10
36,management,divorced,tertiary,1057,1,0.7501717,10
32,entrepreneur,married,tertiary,762,1,0.52501434,9
45,management,married,tertiary,31472,1,0.41934803,7
44,management,single,tertiary,1090,1,0.7525016,10
73,retired,married,primary,1388,0,0.9628681,10
46,blue-collar,married,secondary,6879,0,0.7242709,9
57,retired,married,secondary,3738,1,0.6404336,9
35,management,married,tertiary,2374,0,0.5477441,9
29,admin.,single,secondary,854,0,0.74238575,10
29,admin.,single,secondary,1277,1,0.92518246,10
35,blue-collar,married,secondary,-17,0,0.13287203,1
31,unemployed,divorced,tertiary,756,1,0.58409095,9
47,self-employed,married,secondary,523,0,0.1776607,2
41,blue-collar,married,primary,178,0,0.32321432,5
29,management,single,tertiary,2344,0,0.583375,9
54,blue-collar,married,secondary,1636,1,0.3773227,7
27,admin.,single,secondary,125,0,0.7873414,10
49,management,divorced,tertiary,300,1,0.50433964,8
24,admin.,single,secondary,1055,0,0.6953145,9
35,admin.,single,secondary,321,1,0.8318026,10
24,student,single,secondary,1234,1,0.9655723,10
34,management,divorced,tertiary,70,0,0.46256542,8
24,admin.,single,secondary,1295,1,0.9510384,10
43,management,married,tertiary,839,1,0.48823547,8
34,unemployed,single,tertiary,1974,1,0.9657967,10
60,unemployed,married,primary,0,1,0.685868,9
27,admin.,married,tertiary,2855,1,0.96724886,10
54,management,divorced,tertiary,5475,1,0.5461963,9
38,management,married,tertiary,536,1,0.32548887,5
39,blue-collar,married,primary,558,0,0.47358665,8
41,blue-collar,divorced,secondary,663,0,0.6173484,9
34,technician,single,secondary,1279,1,0.6859982,9
93,retired,married,unknown,775,1,0.97602385,10
34,technician,single,secondary,1313,0,0.8184296,10
42,technician,single,secondary,631,0,0.7266522,9
36,management,married,tertiary,203,1,0.96367747,10
33,admin.,single,tertiary,146,1,0.53786665,9
37,technician,single,tertiary,0,1,0.3735111,7
35,management,married,tertiary,4124,1,0.74271333,10
41,admin.,married,secondary,14968,1,0.46203217,8
49,admin.,married,secondary,197,0,0.947969,10
33,management,single,tertiary,307,0,0.73115593,10
36,technician,divorced,secondary,1451,1,0.6591337,9
30,student,single,tertiary,3026,1,0.83962774,10
41,technician,single,tertiary,431,1,0.85074234,10
29,management,single,tertiary,985,1,0.4675948,8
30,services,single,secondary,268,0,0.2958568,5
25,student,married,secondary,37,0,0.16860642,2
28,student,single,secondary,2015,0,0.82196814,10
82,retired,married,primary,243,1,0.96987456,10
26,student,single,secondary,3090,0,0.85929316,10
56,retired,married,secondary,393,1,0.66272163,9
33,technician,divorced,secondary,948,0,0.32682008,5
38,unemployed,married,secondary,995,0,0.24872077,3
27,technician,single,secondary,-69,0,0.18717264,2
27,management,single,tertiary,102,0,0.2858371,4
45,blue-collar,single,secondary,0,0,0.93493366,10
37,technician,married,secondary,1707,1,0.6743633,9
48,management,married,tertiary,612,0,0.6078271,9
46,admin.,married,unknown,5511,1,0.956317,10
37,management,married,tertiary,387,0,0.7292815,9
28,admin.,single,tertiary,313,0,0.7758795,10
44,self-employed,divorced,secondary,8,1,0.3920821,7
32,admin.,single,secondary,457,0,0.7806518,10
40,technician,married,secondary,0,0,0.45506543,8
61,self-employed,married,tertiary,10861,1,0.9693429,10
23,student,single,secondary,794,1,0.9047908,10
69,retired,married,secondary,0,1,0.9726449,10
33,services,single,unknown,2297,1,0.6295007,9
33,management,single,tertiary,373,1,0.7617755,10
23,management,single,tertiary,1807,1,0.6912551,9
35,management,married,tertiary,775,0,0.2034975,2
31,services,single,secondary,-248,0,0.15419628,1
27,services,single,secondary,230,0,0.3068463,5
49,admin.,divorced,secondary,1180,0,0.9644823,10
31,admin.,single,secondary,255,0,0.94074225,10
45,technician,married,secondary,2776,1,0.8812125,10
61,retired,married,secondary,1058,1,0.974739,10
41,retired,single,primary,2579,0,0.76752067,10
49,technician,married,secondary,308,0,0.35527268,6
47,admin.,married,secondary,1210,0,0.42090338,7
46,technician,married,unknown,3308,1,0.53150415,9
40,admin.,married,secondary,0,1,0.94548166,10
55,technician,married,tertiary,1320,1,0.9441515,10
24,student,single,secondary,822,0,0.6693891,9
39,unemployed,married,primary,7005,1,0.9358269,10
82,housemaid,divorced,primary,1381,1,0.8589282,10
27,technician,single,secondary,204,1,0.53225714,9
26,technician,married,secondary,267,1,0.31514767,5
31,management,single,tertiary,725,0,0.63569087,9
22,unemployed,single,tertiary,993,1,0.8575423,10
27,student,single,tertiary,311,1,0.96175975,10
32,admin.,married,secondary,389,0,0.6081596,9
53,blue-collar,married,primary,306,1,0.92789716,10
54,management,married,tertiary,752,1,0.6647215,9
53,technician,married,tertiary,2557,0,0.95460016,10
29,management,married,tertiary,135,0,0.33557695,6
64,retired,married,secondary,1574,1,0.73082453,10
33,blue-collar,married,secondary,0,0,0.1127528,1
57,technician,married,tertiary,1181,1,0.92958194,10
31,management,single,tertiary,1761,1,0.579322,9
61,admin.,married,unknown,4629,1,0.9707903,10
35,unemployed,single,tertiary,154,1,0.74626917,10
57,unemployed,divorced,secondary,1088,0,0.55568665,9
77,retired,married,secondary,4112,1,0.97976893,10
36,services,married,secondary,11650,1,0.31642604,5
32,management,married,tertiary,6138,1,0.8036747,10
25,services,single,unknown,2022,1,0.73057115,10
61,management,married,unknown,264,1,0.96280277,10
69,retired,single,tertiary,2144,1,0.9736593,10
69,technician,married,tertiary,482,1,0.8814767,10
29,management,single,tertiary,0,0,0.32705092,5
35,management,single,tertiary,2187,0,0.65207976,9
47,management,divorced,tertiary,-130,0,0.42820615,7
30,admin.,single,tertiary,8,0,0.46871912,8
28,admin.,single,secondary,261,0,0.34482685,6
34,admin.,married,tertiary,0,1,0.93120414,10
71,technician,married,secondary,3020,1,0.93061477,10
49,retired,married,primary,18,0,0.13406733,1
45,management,single,tertiary,4831,1,0.95837486,10
64,retired,married,primary,12067,1,0.96402997,10
39,entrepreneur,married,secondary,689,0,0.38489017,7
35,technician,single,secondary,1227,1,0.9217829,10
36,admin.,single,tertiary,980,0,0.79754466,10
22,student,single,unknown,1232,1,0.8305495,10
27,technician,single,secondary,842,0,0.7255015,9
83,housemaid,divorced,primary,5944,0,0.70355284,9
23,management,single,tertiary,906,0,0.58045727,9
31,services,single,tertiary,1626,0,0.25610003,4
34,unemployed,married,tertiary,822,0,0.38725623,7
35,self-employed,married,tertiary,980,0,0.68318546,9
80,retired,married,secondary,173,0,0.6468938,9
46,unknown,married,tertiary,8564,0,0.67190635,9
33,management,married,tertiary,643,0,0.6192838,9
26,technician,single,secondary,1873,0,0.7159025,9
25,technician,single,secondary,31,0,0.47596538,8
54,services,married,secondary,386,0,0.30496624,5
34,management,single,tertiary,275,1,0.52749723,9
34,management,married,secondary,369,1,0.6558549,9
59,technician,single,secondary,571,0,0.2707396,4
76,housemaid,married,primary,1483,0,0.5674339,9
32,technician,single,tertiary,388,0,0.4285463,7
65,retired,divorced,unknown,300,0,0.7030464,9
37,blue-collar,single,unknown,871,0,0.66531974,9
55,technician,married,unknown,240,1,0.8373042,10
53,admin.,single,secondary,2398,1,0.6429749,9
63,management,married,tertiary,2785,1,0.9416872,10
32,unemployed,single,secondary,8304,0,0.6292778,9
24,student,single,secondary,867,0,0.6320681,9
33,student,single,unknown,2321,0,0.7333952,10
33,management,married,tertiary,7154,0,0.72592807,9
38,technician,single,tertiary,1727,0,0.571276,9
37,management,single,tertiary,62,1,0.9158354,10
30,student,single,secondary,3096,0,0.67534065,9
36,technician,single,secondary,1745,0,0.61089885,9
29,student,single,secondary,1377,1,0.92243207,10
29,student,single,tertiary,163,1,0.6399469,9
38,management,married,tertiary,1199,1,0.6106783,9
34,admin.,married,tertiary,0,0,0.56388885,9
62,retired,married,secondary,569,1,0.95056707,10
34,technician,married,secondary,0,1,0.539127,9
56,services,married,secondary,1989,1,0.92370075,10
48,housemaid,single,primary,46,1,0.59667176,9
33,technician,married,secondary,1026,0,0.6918896,9
32,admin.,married,secondary,200,0,0.40746966,7
42,management,married,tertiary,372,1,0.3717278,6
68,retired,married,tertiary,2812,1,0.95002836,10
60,housemaid,married,secondary,0,1,0.4227454,7
34,admin.,married,tertiary,69,1,0.9299515,10
43,blue-collar,married,primary,2952,1,0.680704,9
29,management,married,tertiary,198,0,0.46443674,8
62,retired,married,secondary,569,1,0.9573359,10
29,management,married,tertiary,198,0,0.48127472,8
68,retired,married,tertiary,2812,1,0.96391267,10
38,management,married,tertiary,1199,1,0.9454682,10
59,unknown,married,unknown,1500,0,0.69050145,9
63,entrepreneur,married,secondary,3904,1,0.9503491,10
48,admin.,married,secondary,156,1,0.5117354,8
30,services,single,tertiary,1788,1,0.6990841,9
45,admin.,married,secondary,205,1,0.95347553,10
78,retired,married,unknown,38,0,0.68376756,9
59,unemployed,married,secondary,1625,1,0.94718343,10
38,management,married,tertiary,238,1,0.7466384,10
33,technician,married,secondary,1026,0,0.7370863,10
49,blue-collar,married,secondary,1730,1,0.91866976,10
80,retired,married,secondary,2354,0,0.9430969,10
30,housemaid,single,tertiary,19,1,0.915275,10
35,management,single,tertiary,747,0,0.77393764,10
35,unemployed,single,tertiary,415,1,0.95447326,10
32,management,married,tertiary,1812,1,0.7579967,10
93,retired,married,unknown,775,1,0.94514084,10
60,housemaid,married,secondary,0,0,0.8487061,10
30,admin.,single,secondary,3528,1,0.7448411,10
42,admin.,married,secondary,641,0,0.6997592,9
33,technician,married,secondary,180,1,0.6846315,9
48,housemaid,single,primary,46,1,0.9112244,10
38,services,married,secondary,4017,1,0.9573894,10
28,student,single,secondary,970,0,0.5342097,9
34,admin.,married,tertiary,69,1,0.9340217,10
42,management,married,tertiary,372,1,0.9146496,10
36,management,married,tertiary,1133,1,0.59787023,9
50,management,married,tertiary,2881,0,0.75263315,10
34,technician,married,secondary,0,1,0.8789681,10
34,management,married,tertiary,1778,0,0.7323476,10
60,services,married,secondary,4428,0,0.81487375,10
34,admin.,married,tertiary,79,1,0.9384677,10
29,management,single,tertiary,437,1,0.9388167,10
38,technician,married,secondary,318,1,0.94622463,10
53,management,married,tertiary,18931,0,0.5159195,9
41,technician,single,tertiary,1646,1,0.9297696,10
38,admin.,single,secondary,115,0,0.70582896,9
45,blue-collar,single,secondary,0,1,0.9137916,10
57,technician,divorced,secondary,470,1,0.44089383,8
53,management,married,tertiary,3591,1,0.58461934,9
56,management,divorced,tertiary,2037,1,0.7956997,10
36,services,married,secondary,394,1,0.5127993,9
32,management,single,tertiary,1077,0,0.74204713,10
33,technician,single,secondary,2979,1,0.72013205,9
41,management,married,tertiary,1092,1,0.6087968,9
67,retired,divorced,primary,1746,0,0.7838338,10
34,admin.,divorced,secondary,661,1,0.6798383,9
45,management,married,tertiary,2077,0,0.6198458,9
28,management,single,tertiary,1530,0,0.6254102,9
29,housemaid,single,tertiary,2196,1,0.60849404,9
34,management,single,tertiary,417,1,0.522287,9
21,entrepreneur,single,tertiary,2077,1,0.7826278,10
27,self-employed,single,tertiary,347,1,0.59081966,9
37,management,married,tertiary,2283,1,0.9427044,10
52,housemaid,married,primary,256,0,0.31106538,5
29,admin.,single,tertiary,-197,0,0.266044,4
33,student,married,secondary,1536,1,0.9276138,10
45,management,married,secondary,446,1,0.388147,7
61,blue-collar,married,primary,5,1,0.9405213,10
27,technician,single,tertiary,401,1,0.9207021,10
22,student,single,secondary,216,1,0.9651813,10
37,management,married,secondary,565,1,0.70844215,9
82,retired,divorced,primary,0,0,0.60560346,9
42,admin.,married,tertiary,1536,0,0.78454727,10
45,admin.,married,secondary,476,1,0.67871207,9
35,admin.,single,secondary,-32,1,0.84891003,10
28,blue-collar,single,secondary,1348,1,0.5007497,8
32,student,single,tertiary,0,0,0.6007148,9
31,blue-collar,single,secondary,228,1,0.7235367,9
62,management,married,tertiary,1859,1,0.76340663,10
47,management,married,tertiary,2306,1,0.4555076,8
37,technician,married,tertiary,4596,0,0.73116016,10
35,blue-collar,married,secondary,884,0,0.2984971,5
25,student,single,secondary,1028,0,0.6618932,9
37,blue-collar,married,secondary,80,0,0.35489675,6
71,retired,married,secondary,2064,0,0.7295603,9
79,retired,divorced,secondary,631,0,0.67205304,9
52,technician,married,tertiary,0,0,0.9253636,10
60,housemaid,married,primary,182,0,0.49249792,8
75,retired,married,primary,3504,0,0.77557284,10
28,management,single,tertiary,6791,0,0.51286995,9
55,services,married,tertiary,2877,0,0.7645245,10
57,admin.,married,unknown,2038,1,0.69249076,9
60,technician,married,secondary,824,1,0.94970375,10
32,services,married,secondary,859,0,0.29877326,5
31,blue-collar,married,secondary,0,1,0.4603597,8
26,admin.,married,secondary,284,0,0.28723124,4
66,management,married,tertiary,6251,0,0.8479099,10
25,student,single,secondary,348,1,0.738167,10
19,student,single,unknown,108,1,0.9679652,10
40,blue-collar,married,secondary,1515,1,0.5068088,8
44,entrepreneur,married,tertiary,121,1,0.5250571,9
33,management,married,tertiary,1514,1,0.70258206,9
53,unemployed,married,secondary,94,1,0.9267904,10
32,technician,married,secondary,473,1,0.90615517,10
30,technician,single,tertiary,2325,1,0.76832,10
36,student,single,unknown,417,1,0.9427493,10
56,technician,divorced,secondary,3450,1,0.93529296,10
34,management,married,tertiary,573,0,0.54364014,9
38,entrepreneur,single,secondary,2543,1,0.82140225,10
77,retired,married,primary,2223,0,0.919547,10
22,self-employed,single,secondary,2138,1,0.75695664,10
34,technician,single,secondary,2085,1,0.8974575,10
46,self-employed,divorced,secondary,0,0,0.26508924,4
29,admin.,single,secondary,464,1,0.622141,9
29,blue-collar,single,tertiary,98,0,0.5311023,9
61,retired,married,secondary,1853,1,0.9499356,10
62,blue-collar,married,secondary,272,1,0.7859071,10
55,technician,married,secondary,10185,0,0.93128514,10
24,student,single,secondary,1925,1,0.7267507,9
28,services,single,secondary,899,0,0.40585464,7
65,entrepreneur,married,tertiary,2331,1,0.948315,10
70,retired,married,primary,324,1,0.79543877,10
60,technician,married,secondary,116,1,0.9515516,10
30,student,single,secondary,1779,1,0.93227434,10
51,management,married,tertiary,346,1,0.9498106,10
36,self-employed,single,tertiary,353,1,0.9338247,10
42,management,married,tertiary,27696,1,0.9363075,10
58,management,married,secondary,2155,1,0.88519883,10
30,admin.,married,secondary,590,0,0.4022979,7
35,admin.,married,secondary,2374,1,0.90482205,10
35,technician,single,secondary,920,0,0.66680336,9
35,technician,married,tertiary,7050,1,0.9319447,10
43,blue-collar,married,secondary,413,1,0.9178674,10
34,technician,single,secondary,1313,0,0.7886426,10
77,retired,married,primary,2590,1,0.7642501,10
34,blue-collar,married,secondary,320,1,0.59032,9
35,blue-collar,married,secondary,1454,1,0.935081,10
39,blue-collar,married,secondary,1382,1,0.9271991,10
32,student,single,unknown,376,0,0.74942666,10
75,retired,married,secondary,291,1,0.95840627,10
29,management,single,tertiary,266,0,0.68374926,9
35,self-employed,married,tertiary,2427,1,0.9489402,10
41,admin.,married,secondary,2498,1,0.6215852,9
25,student,single,unknown,1003,1,0.76123154,10
51,blue-collar,married,secondary,2007,1,0.3720527,6
48,unemployed,married,secondary,926,1,0.9451231,10
28,management,single,tertiary,-62,0,0.28609982,4
26,unemployed,single,secondary,632,1,0.943115,10
27,self-employed,single,tertiary,4574,0,0.6880413,9
55,unknown,married,secondary,2206,1,0.94780546,10
27,student,single,unknown,598,0,0.7082719,9
44,technician,divorced,secondary,314,0,0.68432367,9
44,management,married,tertiary,1791,1,0.93843955,10
31,management,married,tertiary,6980,0,0.52063704,9
49,services,married,primary,1830,1,0.9081113,10
29,self-employed,single,tertiary,814,1,0.46815905,8
67,housemaid,divorced,secondary,5275,1,0.76813596,10
42,admin.,divorced,secondary,2129,1,0.7949164,10
48,technician,single,secondary,434,0,0.5797675,9
50,technician,divorced,secondary,0,0,0.569702,9
58,admin.,married,secondary,169,1,0.9503532,10
35,management,married,tertiary,2717,1,0.5255554,9
45,management,married,tertiary,226,1,0.906817,10
30,technician,single,secondary,0,0,0.44997498,8
30,services,single,secondary,63,0,0.32952794,6
37,technician,married,tertiary,341,1,0.93843114,10
35,management,divorced,tertiary,2885,1,0.8428117,10
28,admin.,single,secondary,1408,0,0.6678028,9
24,student,single,secondary,1719,0,0.6610318,9
34,management,single,secondary,524,0,0.36831394,6
61,retired,married,secondary,523,1,0.9597585,10
34,services,married,secondary,-52,0,0.21682817,3
60,technician,divorced,secondary,367,1,0.5921222,9
39,admin.,married,secondary,47,0,0.54752666,9
30,admin.,single,secondary,125,0,0.48996842,8
60,services,married,tertiary,4256,1,0.71765643,9
29,technician,single,secondary,113,0,0.9326237,10
33,technician,married,secondary,484,1,0.9142337,10
25,services,single,secondary,199,0,0.79063505,10
29,management,single,tertiary,1673,0,0.77871966,10
27,blue-collar,single,secondary,535,1,0.94352424,10
24,student,single,tertiary,1592,0,0.8297139,10
27,admin.,single,secondary,416,0,0.3259364,5
36,entrepreneur,married,secondary,-280,0,0.108817555,1
53,admin.,married,secondary,1252,0,0.36844096,6
65,retired,married,primary,1760,1,0.62065953,9
37,management,single,tertiary,688,0,0.69232744,9
61,retired,married,tertiary,5267,0,0.6274364,9
24,student,single,secondary,431,1,0.86172116,10
32,student,single,secondary,14,0,0.53571755,9
61,blue-collar,married,secondary,681,0,0.4398083,8
30,technician,single,secondary,86,0,0.30005926,5
30,admin.,single,secondary,28,0,0.18618773,2
23,admin.,single,secondary,366,0,0.3775411,7
21,student,single,secondary,681,0,0.4212365,7
22,services,single,unknown,739,0,0.43107578,8
26,student,single,secondary,963,0,0.60426646,9
48,admin.,divorced,secondary,1033,0,0.32401845,5
40,management,single,tertiary,15,0,0.19926739,2
34,technician,single,tertiary,2481,0,0.5279095,9
21,student,single,primary,281,0,0.3704908,6
28,services,single,secondary,2685,0,0.30329663,5
29,student,single,secondary,1124,0,0.38943678,7
29,admin.,married,secondary,1937,0,0.20933492,2
35,admin.,married,secondary,2374,0,0.7557241,10
38,blue-collar,single,primary,490,0,0.250242,3
23,student,single,secondary,43,0,0.31382102,5
45,services,single,secondary,955,0,0.33100158,6
20,student,single,primary,825,0,0.30970454,5
30,blue-collar,married,primary,124,0,0.44620404,8
23,management,single,tertiary,377,0,0.34897518,6
27,student,single,primary,25,0,0.17314652,2
34,entrepreneur,married,secondary,4659,0,0.37376764,7
57,retired,married,tertiary,1269,1,0.59018564,9
36,management,married,tertiary,5367,0,0.6741503,9
63,admin.,married,secondary,0,1,0.6299054,9
55,unemployed,married,primary,1212,0,0.6961609,9
36,admin.,single,tertiary,364,1,0.64626163,9
61,housemaid,married,primary,211,1,0.8424798,10
52,self-employed,married,tertiary,4012,1,0.6661153,9
34,admin.,single,tertiary,625,1,0.41398793,7
62,unemployed,married,primary,532,0,0.82434493,10
31,technician,single,secondary,18,0,0.24509008,3
60,management,married,tertiary,474,1,0.78311604,10
28,management,single,tertiary,1584,1,0.837779,10
69,technician,married,secondary,2661,0,0.8266089,10
36,management,single,tertiary,671,0,0.75015754,10
60,management,married,tertiary,315,1,0.9731468,10
32,admin.,married,secondary,200,1,0.82181454,10
34,management,married,tertiary,589,1,0.85200614,10
34,management,married,tertiary,1388,0,0.7174559,9
31,services,single,secondary,-205,1,0.7976363,10
33,admin.,married,secondary,394,0,0.6051747,9
38,management,single,tertiary,1704,0,0.8880576,10
28,blue-collar,single,secondary,-46,1,0.8761876,10
55,admin.,married,secondary,8304,1,0.9628047,10
65,retired,married,primary,308,1,0.8305329,10
22,student,single,secondary,552,1,0.84046036,10
65,retired,divorced,primary,1840,0,0.7976314,10
77,retired,married,primary,1492,0,0.6924107,9
37,management,married,tertiary,1113,1,0.9620528,10
45,services,divorced,primary,523,0,0.63254577,9
45,technician,married,secondary,814,0,0.7929744,10
65,technician,married,secondary,2303,0,0.81096476,10
29,blue-collar,married,secondary,3310,0,0.85401756,10
41,technician,married,secondary,11,0,0.4924075,8
35,management,single,tertiary,992,1,0.8445338,10
33,admin.,single,tertiary,272,1,0.9487581,10
75,retired,married,primary,1413,1,0.918772,10
18,student,single,unknown,438,0,0.82096815,10
59,management,married,tertiary,4606,0,0.7938764,10
22,services,single,secondary,361,0,0.61336225,9
30,self-employed,married,tertiary,805,0,0.32604766,5
28,services,married,secondary,4,0,0.18031083,2
27,admin.,single,secondary,321,0,0.30156404,5
32,student,single,secondary,5836,0,0.8643756,10
48,unknown,single,unknown,1819,1,0.86371684,10
33,entrepreneur,single,tertiary,1623,1,0.7825925,10
53,blue-collar,married,secondary,1797,0,0.7457768,10
27,technician,single,tertiary,1075,1,0.9342507,10
62,management,married,secondary,1128,1,0.85525197,10
63,unknown,married,secondary,367,0,0.619082,9
38,management,married,tertiary,630,1,0.8496462,10
31,management,single,tertiary,1675,0,0.8346533,10
35,technician,married,secondary,294,0,0.40204135,7
37,admin.,single,tertiary,635,0,0.84098524,10
21,student,single,secondary,357,0,0.80361843,10
22,student,single,unknown,549,0,0.8095439,10
25,student,single,secondary,2975,1,0.8840471,10
41,unemployed,single,tertiary,7968,1,0.9633783,10
25,student,single,secondary,154,1,0.9600329,10
25,technician,single,secondary,1298,0,0.741504,10
48,management,married,tertiary,1204,0,0.87400854,10
32,services,single,tertiary,620,0,0.8075289,10
88,retired,married,primary,648,0,0.55995446,9
27,student,single,tertiary,5169,1,0.9633708,10
32,management,married,tertiary,6138,0,0.96762955,10
40,technician,married,tertiary,2627,0,0.7718199,10
49,admin.,single,tertiary,228,1,0.9590944,10
39,services,single,secondary,91,1,0.9702517,10
35,admin.,married,secondary,1204,0,0.8296202,10
57,retired,married,primary,1947,0,0.96098894,10
70,retired,divorced,secondary,6850,0,0.7385512,10
60,admin.,married,secondary,12980,0,0.9471565,10
43,technician,married,secondary,4945,1,0.9393109,10
27,self-employed,single,tertiary,560,0,0.598865,9
55,unknown,married,primary,159,0,0.33595374,6
41,housemaid,married,primary,379,0,0.13252579,1
32,technician,single,secondary,260,0,0.33409277,6
22,student,single,secondary,249,0,0.30119845,5
51,technician,married,secondary,980,0,0.763247,10
38,management,single,tertiary,1027,0,0.95858634,10
52,management,married,unknown,1708,1,0.6378253,9
83,housemaid,married,primary,2140,0,0.6151368,9
48,management,married,tertiary,0,1,0.72535753,9
29,unemployed,single,unknown,1584,1,0.88817275,10
32,entrepreneur,married,secondary,390,1,0.8202339,10
43,admin.,single,secondary,1707,1,0.8080304,10
39,admin.,married,secondary,179,0,0.24787042,3
65,admin.,married,secondary,952,1,0.95326996,10
72,retired,married,secondary,1978,1,0.8590456,10
61,admin.,divorced,secondary,4519,0,0.9226178,10
33,blue-collar,single,secondary,329,1,0.8573231,10
34,technician,married,secondary,384,0,0.64215094,9
33,technician,married,tertiary,1126,0,0.30056512,5
34,admin.,married,tertiary,1636,0,0.67327607,9
84,retired,divorced,primary,1680,0,0.5911185,9
26,technician,single,secondary,1105,1,0.7739874,10
37,services,married,secondary,52,1,0.9547862,10
52,management,married,tertiary,2635,0,0.97458005,10
38,entrepreneur,married,tertiary,1649,0,0.9457125,10
33,admin.,married,secondary,616,0,0.27696034,4
33,admin.,married,secondary,616,1,0.80505383,10
32,technician,single,secondary,1089,0,0.80754197,10
38,management,married,tertiary,14352,0,0.2615562,4
26,admin.,single,tertiary,760,0,0.95409375,10
53,admin.,married,secondary,0,0,0.6244676,9
34,unemployed,single,unknown,517,0,0.85920507,10
27,management,single,tertiary,592,0,0.85497,10
45,unknown,married,tertiary,406,1,0.8084713,10
27,services,single,secondary,44,0,0.2944985,5
65,retired,married,secondary,1220,0,0.80865026,10
37,management,married,tertiary,6771,1,0.97001135,10
31,technician,married,tertiary,3192,0,0.74530184,10
28,management,single,tertiary,890,1,0.8098402,10
36,admin.,married,secondary,194,0,0.65571237,9
26,unemployed,single,secondary,4,0,0.26359394,4
43,management,divorced,tertiary,2251,0,0.8653796,10
61,retired,married,primary,56,1,0.8193735,10
32,blue-collar,married,primary,1644,1,0.82878083,10
51,management,single,tertiary,151,1,0.96065986,10
38,admin.,married,secondary,0,1,0.9429113,10
31,technician,married,tertiary,1570,0,0.92949206,10
46,admin.,married,secondary,0,0,0.6558214,9
34,management,divorced,tertiary,2240,1,0.96659553,10
52,management,married,tertiary,994,0,0.8731323,10
60,unemployed,married,secondary,957,1,0.9736216,10
23,student,single,tertiary,508,0,0.85526687,10
24,student,single,secondary,689,1,0.89418167,10
77,retired,married,primary,1385,0,0.7763371,10
36,management,married,tertiary,2161,1,0.96532446,10
37,blue-collar,single,secondary,292,0,0.33746675,6
46,student,single,unknown,1527,1,0.96886975,10
80,retired,married,secondary,8304,1,0.9393401,10
37,management,single,tertiary,698,1,0.8582618,10
25,student,single,tertiary,20,0,0.84490484,10
33,blue-collar,married,secondary,983,0,0.30301446,5
64,unknown,married,unknown,2799,0,0.8271853,10
45,management,married,tertiary,623,0,0.84695923,10
39,management,married,tertiary,494,1,0.97152776,10
62,retired,married,secondary,2801,1,0.938326,10
84,retired,married,tertiary,4761,1,0.85745233,10
24,student,single,tertiary,834,1,0.9083633,10
37,unemployed,married,secondary,1978,1,0.9697733,10
24,student,single,secondary,139,1,0.86701906,10
28,management,married,tertiary,12,1,0.7139078,9
31,management,married,tertiary,877,1,0.9661796,10
75,retired,divorced,primary,1926,0,0.85691315,10
40,management,married,tertiary,4675,0,0.8806301,10
33,unemployed,single,secondary,2066,1,0.8068784,10
33,admin.,single,secondary,555,1,0.95425797,10
64,retired,married,primary,48,1,0.9451087,10
48,technician,married,primary,235,1,0.954416,10
28,admin.,married,secondary,1595,0,0.630468,9
28,admin.,married,secondary,1595,1,0.963289,10
28,student,single,tertiary,5741,1,0.91581947,10
65,unemployed,divorced,secondary,588,0,0.9566514,10
69,retired,married,unknown,426,1,0.9354991,10
28,management,single,tertiary,187,1,0.9724087,10
39,technician,single,secondary,300,0,0.6598866,9
